array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
263856_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04410	similar to NOI [Arabidopsis thaliana] (TAIR:AT5G55850.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO45143.1); contains InterPro domain Nitrate-induced NOI (InterPro:IPR008700)	2	1533967	1535091
263857_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04380	unknown protein	2	1525639	1526480
263858_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04370	unknown protein	2	1523764	1524116
263859_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04360	similar to unnamed protein product [Vitis vinifera] (GB:CAO41137.1)	2	1519647	1520326
263860_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04330	transposable element gene	2	1510529	1511317
263861_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04560	transferase, transferring glycosyl groups	2	1592056	1592648
263862_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04550	IBR5 (INDOLE-3-BUTYRIC ACID RESPONSE 5); protein tyrosine/serine/threonine phosphatase	2	1589047	1589807
263863_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04540	3-oxoacyl-(acyl-carrier-protein) synthase II, putative	2	1581526	1582828
263864_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04530	CPZ	2	1577731	1578275
263865_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36910	ATPGP1 (ARABIDOPSIS THALIANA P GLYCOPROTEIN1); calmodulin binding	2	15513569	15514043
263866_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36950	heavy-metal-associated domain-containing protein	2	15523285	15523830
263867_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36830	GAMMA-TIP (Tonoplast intrinsic protein (TIP) gamma); water channel	2	15452736	15453352
263868_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36840	ACT domain-containing protein	2	15458963	15459726
263869_at	oligonucleotide	Arabidopsis thaliana	no	AT2G22000	PROPEP6 (Elicitor peptide 6 precursor)	2	9369536	9370077
263870_at	oligonucleotide	Arabidopsis thaliana	no	AT2G22010	zinc finger (C3HC4-type RING finger) family protein	2	9371131	9371611
263871_at	oligonucleotide	Arabidopsis thaliana	no	AT2G22010	zinc finger (C3HC4-type RING finger) family protein	2	9373301	9373843
263872_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21770	CESA9 (CELLULOSE SYNTHASE 9); transferase, transferring glycosyl groups	2	9296010	9296556
263873_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21860	violaxanthin de-epoxidase-related	2	9325464	9325928
263874_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21870	Identical to Probable ATP synthase 24 kDa subunit, mitochondrial precursor [Arabidopsis Thaliana] (GB:Q9SJ12;GB:Q8LBN3); similar to unnamed protein product [Vitis vinifera] (GB:CAO71749.1)	2	9327539	9328760
263875_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21970	SEP2 (STRESS ENHANCED PROTEIN 2)	2	9364290	9364945
263876_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21880	AtRABG2/AtRab7A (Arabidopsis Rab GTPase homolog G2); GTP binding	2	9332022	9332825
263877_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21780	unknown protein	2	9298158	9298440
263878_s_at	oligonucleotide	Arabidopsis thaliana	no	AT3G18140;AT2G22040	[AT3G18140, transducin family protein / WD-40 repeat family protein];[AT2G22040, transducin family protein / WD-40 repeat family protein]	[AT3G18140, 3];[AT2G22040, 2]	[AT3G18140, 6213434];[AT2G22040, 9382337]	[AT3G18140, 6213879];[AT2G22040, 9382682]
263879_at	oligonucleotide	Arabidopsis thaliana	no	AT2G22030	kelch repeat-containing F-box family protein	2	9380178	9380756
263880_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21960	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G56180.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO71767.1)	2	9363062	9364038
263881_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21820	similar to hypothetical protein MtrDRAFT_AC155884g16v2 [Medicago truncatula] (GB:ABN08202.1)	2	9310063	9310298
263882_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21790	R1/RNR1 (RIBONUCLEOTIDE REDUCTASE 1); ribonucleoside-diphosphate reductase	2	9303667	9304653
263883_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21830	DC1 domain-containing protein	2	9312335	9312769
263884_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36920	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G02870.1)	2	15515982	15516547
263885_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36940	unknown protein	2	15518867	15518929
263886_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36960	TKI1 (TSL-KINASE INTERACTING PROTEIN 1); DNA binding / transcription factor	2	15533609	15534298
263887_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36980	pentatricopeptide (PPR) repeat-containing protein	2	15539576	15540116
263888_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37000	TCP family transcription factor, putative	2	15547496	15547991
263889_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37010	ATNAP12 (Arabidopsis thaliana non-intrinsic ABC protein 12)	2	15551536	15552123
263890_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37030	auxin-responsive family protein	2	15560814	15561172
263891_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36850	ATGSL08 (GLUCAN SYNTHASE-LIKE 8); 1,3-beta-glucan synthase/ transferase, transferring glycosyl groups	2	15462038	15462936
263892_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36890	ATMYB38/MYB38/RAX2 (myb domain protein 38); DNA binding / transcription factor	2	15493769	15494318
263893_at	oligonucleotide	Arabidopsis thaliana	no	no_match	no_match	no_match	no_match	no_match
263894_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21910	CYP96A5 (cytochrome P450, family 96, subfamily A, polypeptide 5); oxygen binding	2	9349515	9350091
263895_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21920	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G43171.1); contains InterPro domain F-box associated type 3 (InterPro:IPR013187)	2	9350597	9353174
263896_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21930	F-box family protein	2	9355056	9355591
263897_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21940	shikimate kinase, putative	2	9358819	9359797
263898_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21950	SKIP6 (SKP1 INTERACTING PARTNER 6); ubiquitin-protein ligase	2	9360606	9361168
263899_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21710	EMB2219 (EMBRYO DEFECTIVE 2219)	2	9279789	9280309
263900_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36290	hydrolase, alpha/beta fold family protein	2	15215993	15216678
263901_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36320	zinc finger (AN1-like) family protein	2	15236473	15236943
263902_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36230	APG10 (ALBINO AND PALE GREEN 10); 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	2	15200964	15202170
263903_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36180	calmodulin-related protein, putative	2	15180920	15181293
263904_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36380	ATPDR6/PDR6 (PLEIOTROPIC DRUG RESISTANCE 6); ATPase, coupled to transmembrane movement of substances	2	15269989	15270652
263905_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36190	ATCWINV4 (ARABIDOPSIS THALIANA CELL WALL INVERTASE 4); hydrolase, hydrolyzing O-glycosyl compounds	2	15182045	15182810
263906_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36250	FTSZ2-1 (FtsZ homolog 2-1); structural molecule	2	15204749	15206001
263907_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36270	ABI5 (ABA INSENSITIVE 5); DNA binding / transcription activator/ transcription factor	2	15212062	15212894
263908_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36480	zinc finger (C2H2-type) family protein	2	15310369	15310904
263909_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36490	DML1/ROS1 (REPRESSOR OF SILENCING1); DNA N-glycosylase/ DNA-(apurinic or apyrimidinic site) lyase/ protein binding	2	15316018	15316859
263910_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36550	similar to NLI interacting factor (NIF) family protein [Arabidopsis thaliana] (TAIR:AT2G36540.1); similar to unknown [Populus trichocarpa] (GB:ABK92897.1); contains InterPro domain NLI interacting factor (InterPro:IPR004274)	2	15334787	15335865
263911_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36560	DNA-binding protein-related	2	15336290	15336850
263912_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36390	SBE2.1 (STARCH BRANCHING ENZYME 2.1); 1,4-alpha-glucan branching enzyme	2	15276382	15277017
263913_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36570	leucine-rich repeat transmembrane protein kinase, putative	2	15344272	15344801
263914_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36400	AtGRF3 (GROWTH-REGULATING FACTOR 3)	2	15277379	15278740
263915_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36430	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G22540.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO15956.1); contains InterPro domain Protein of unknown function DUF247, plant (InterPro:IPR004158)	2	15298090	15298597
263916_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36440	unknown protein	2	15299729	15299925
263917_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36450	HRD (HARDY); DNA binding / transcription activator/ transcription factor	2	15301413	15301818
263918_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36590	ProT3 (PROLINE TRANSPORTER 3); amino acid transmembrane transporter	2	15350204	15350780
263919_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36470	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G27770.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO15960.1); contains InterPro domain Protein of unknown function DUF868, plant (InterPro:IPR008586)	2	15306471	15307055
263920_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36410	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G52920.1); similar to unknown [Populus trichocarpa] (GB:ABK93998.1); contains InterPro domain Protein of unknown function DUF662 (InterPro:IPR007033)	2	15286130	15286891
263921_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36460	fructose-bisphosphate aldolase, putative	2	15304172	15304562
263922_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36580;AT3G52990	[AT2G36580, pyruvate kinase, putative];[AT3G52990, pyruvate kinase, putative]	[AT2G36580, 2];[AT3G52990, 3]	[AT2G36580, 15348391];[AT3G52990, 19661926]	[AT2G36580, 15348977];[AT3G52990, 19662553]
263923_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36485	similar to pre-mRNA cleavage complex-related [Arabidopsis thaliana] (TAIR:AT4G04885.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO15965.1); contains InterPro domain ENTH/VHS (InterPro:IPR008942)	2	15314188	15314613
263924_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36530	LOS2 (Low expression of osmotically responsive genes 1); phosphopyruvate hydratase	2	15328162	15329114
263925_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21690	RNA-binding protein, putative	2	9277243	9277665
263926_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21800	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G22140.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO71735.1)	2	9307717	9308824
263927_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21890;AT2G21730	[AT2G21890, mannitol dehydrogenase, putative];[AT2G21730, mannitol dehydrogenase, putative]	[AT2G21890, 2];[AT2G21730, 2]	[AT2G21890, 9339050];[AT2G21730, 9288027]	[AT2G21890, 9339725];[AT2G21730, 9288702]
263928_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36330	Identical to UPF0497 membrane protein At2g36330 [Arabidopsis Thaliana] (GB:Q84WP5;GB:Q9SJM5); similar to integral membrane protein, putative [Arabidopsis thaliana] (TAIR:AT5G62820.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO64343.1); contains InterPro domain Protein of unknown function DUF588 (InterPro:IPR006702)	2	15240933	15242376
263929_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36310	inosine-uridine preferring nucleoside hydrolase family protein	2	15231825	15232771
263930_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36300	integral membrane Yip1 family protein	2	15220443	15221024
263931_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36220	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G52710.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO15901.1)	2	15199829	15200396
263932_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35990	similar to carboxy-lyase [Arabidopsis thaliana] (TAIR:AT5G06300.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN67407.1); contains InterPro domain Conserved hypothetical protein CHP00730 (InterPro:IPR005269)	2	15121209	15123530
263933_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35970;AT4G09590	[AT2G35970, harpin-induced family protein / HIN1 family protein / harpin-responsive family protein];[AT4G09590, NHL22 (NDR1/HIN1-LIKE 22)]	[AT2G35970, 2];[AT4G09590, 4]	[AT2G35970, 15116135];[AT4G09590, 6066174]	[AT2G35970, 15116601];[AT4G09590, 6066640]
263934_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35950	EDA12 (embryo sac development arrest 12)	2	15111968	15112580
263935_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35930	U-box domain-containing protein	2	15090181	15090723
263936_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35920	helicase domain-containing protein	2	15086812	15087563
263937_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35910	zinc finger (C3HC4-type RING finger) family protein	2	15080306	15080816
263938_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35900	similar to Mal d 1-associated protein [Malus x domestica] (GB:AAP86780.1)	2	15077309	15078609
263939_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36070	ATTIM44-2 (Arabidopsis thaliana translocase inner membrane subunit 44-2)	2	15152290	15153458
263940_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35890	CPK25 (calcium-dependent protein kinase 25); calmodulin-dependent protein kinase/ kinase	2	15074359	15075164
263941_at	oligonucleotide	Arabidopsis thaliana	no	no_match	no_match	no_match	no_match	no_match
263942_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35860	FLA16 (FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 16 PRECURSOR)	2	15067770	15068198
263943_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35800	mitochondrial substrate carrier family protein	2	15054778	15055414
263944_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36040	transposable element gene	2	15137729	15137905
263945_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36030	unknown protein	2	15134643	15134850
263946_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36000	mitochondrial transcription termination factor-related / mTERF-related	2	15124645	15125152
263947_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35820	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G35810.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO69007.1); contains domain G3DSA:2.60.120.480 (G3DSA:2.60.120.480)	2	15058012	15059070
263948_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35980	YLS9 (YELLOW-LEAF-SPECIFIC GENE 9)	2	15117821	15118388
263949_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36060	MMZ3/UEV1C (MMS ZWEI HOMOLOGE 3); protein binding / ubiquitin-protein ligase	2	15150117	15151063
263950_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36020	HVA22J (HVA22-LIKE PROTEIN J)	2	15130503	15131385
263951_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35960	NHL12 (NDR1/HIN1-like 12)	2	15114274	15114741
263952_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35830;AT2G35810	[AT2G35830, similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G35810.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO69007.1)];[AT2G35810, similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G35830.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO69007.1)]	[AT2G35830, 2];[AT2G35810, 2]	[AT2G35830, 15059381];[AT2G35810, 15056273]	[AT2G35830, 15060193];[AT2G35810, 15057109]
263953_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36050	ATOFP15/OFP15 (Arabidopsis thaliana ovate family protein 15)	2	15142962	15143401
263954_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35840	sucrose-phosphatase 1 (SPP1)	2	15062127	15062679
263955_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36010	E2F3 (E2F TRANSCRIPTION FACTOR-3); transcription factor	2	15128940	15129935
263956_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35940	BLH1 (embryo sac development arrest 29); DNA binding / transcription factor	2	15096260	15096702
263957_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35880	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G32330.3); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G32330.2); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G32330.1); similar to Os06g0606800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058026.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO44238.1); similar to Os11g0571900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001068122.1); contains InterPro domain Targeting for Xklp2 (InterPro:IPR009675)	2	15070287	15071159
263958_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36240	binding	2	15203672	15204200
263959_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36210	auxin-responsive family protein	2	15193422	15193765
263960_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36200	kinesin motor protein-related	2	15186832	15187704
263961_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36370	ubiquitin-protein ligase	2	15258697	15259868
263962_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36350	protein kinase, putative	2	15248356	15248887
263963_at	oligonucleotide	Arabidopsis thaliana	no	AT2G36080	DNA-binding protein, putative	2	15157986	15158321
263964_at	oligonucleotide	Arabidopsis thaliana	no	AT2G12880	zinc knuckle (CCHC-type) family protein	2	5298605	5298939
263965_at	oligonucleotide	Arabidopsis thaliana	no	AT2G12870	transposable element gene	2	5294016	5294812
263966_s_at	oligonucleotide	Arabidopsis thaliana	no	AT1G36270;AT1G42510;AT3G30790;AT2G13000	[AT1G36270, transposable element gene];[AT1G42510, transposable element gene];[AT3G30790, transposable element gene];[AT2G13000, transposable element gene]	[AT1G36270, 1];[AT1G42510, 1];[AT3G30790, 3];[AT2G13000, 2]	[AT1G36270, 13631119];[AT1G42510, 15958260];[AT3G30790, 12471234];[AT2G13000, 5350111]	[AT1G36270, 13631162];[AT1G42510, 15958303];[AT3G30790, 12471277];[AT2G13000, 5350154]
263967_at	oligonucleotide	Arabidopsis thaliana	no	AT2G12990	transposable element gene	2	5349099	5349649
263968_s_at	oligonucleotide	Arabidopsis thaliana	no	AT5G19015;AT1G42500;AT3G30780;AT2G12980;AT1G36260	[AT5G19015, transposable element gene];[AT1G42500, transposable element gene];[AT3G30780, transposable element gene];[AT2G12980, transposable element gene];[AT1G36260, transposable element gene]	[AT5G19015, 5];[AT1G42500, 1];[AT3G30780, 3];[AT2G12980, 2];[AT1G36260, 1]	[AT5G19015, 6349774];[AT1G42500, 15953825];[AT3G30780, 12465068];[AT2G12980, 5345840];[AT1G36260, 13627152]	[AT5G19015, 6349975];[AT1G42500, 15954026];[AT3G30780, 12465269];[AT2G12980, 5346056];[AT1G36260, 13627353]
